	TCGA.2J.AAB1.01A	TCGA.2J.AAB4.01A	TCGA.2J.AAB6.01A	TCGA.2J.AAB8.01A	TCGA.2J.AAB9.01A	TCGA.2J.AABA.01A	TCGA.2J.AABE.01A	TCGA.2J.AABF.01A	TCGA.2J.AABH.01A	TCGA.2J.AABI.01A	TCGA.2J.AABK.01A	TCGA.2J.AABO.01A	TCGA.2J.AABP.01A	TCGA.2J.AABR.01A	TCGA.2J.AABT.01A	TCGA.2J.AABU.01A	TCGA.2J.AABV.01A	TCGA.2L.AAQA.01A	TCGA.2L.AAQE.01A	TCGA.2L.AAQI.01A	TCGA.2L.AAQJ.01A	TCGA.2L.AAQL.01A	TCGA.2L.AAQM.01A	TCGA.3A.A9I5.01A	TCGA.3A.A9I7.01A	TCGA.3A.A9I9.01A	TCGA.3A.A9IB.01A	TCGA.3A.A9IC.01A	TCGA.3A.A9IH.01A	TCGA.3A.A9IJ.01A	TCGA.3A.A9IL.01A	TCGA.3A.A9IN.01A	TCGA.3A.A9IO.01A	TCGA.3A.A9IR.01A	TCGA.3A.A9IS.01A	TCGA.3A.A9IU.01A	TCGA.3A.A9IV.01A	TCGA.3A.A9IX.01A	TCGA.3A.A9IZ.01A	TCGA.3A.A9J0.01A	TCGA.3E.AAAY.01A	TCGA.3E.AAAZ.01A	TCGA.F2.6879.01A	TCGA.F2.6880.01A	TCGA.F2.7273.01A	TCGA.F2.7276.01A	TCGA.F2.A44G.01A	TCGA.F2.A44H.01A	TCGA.F2.A7TX.01A	TCGA.F2.A8YN.01A	TCGA.FB.A4P5.01A	TCGA.FB.A4P6.01A	TCGA.FB.A545.01A	TCGA.FB.A5VM.01A	TCGA.FB.A78T.01A	TCGA.FB.A7DR.01A	TCGA.FB.AAPP.01A	TCGA.FB.AAPQ.01A	TCGA.FB.AAPS.01A	TCGA.FB.AAPU.01A	TCGA.FB.AAPY.01A	TCGA.FB.AAPZ.01A	TCGA.FB.AAQ0.01A	TCGA.FB.AAQ1.01A	TCGA.FB.AAQ2.01A	TCGA.FB.AAQ3.01A	TCGA.FB.AAQ6.01A	TCGA.H6.8124.01A	TCGA.H6.8124.11A	TCGA.H6.A45N.01A	TCGA.H6.A45N.11A	TCGA.H8.A6C1.01A	TCGA.HV.A5A3.01A	TCGA.HV.A5A3.11A	TCGA.HV.A5A4.01A	TCGA.HV.A5A5.01A	TCGA.HV.A5A6.01A	TCGA.HV.A7OL.01A	TCGA.HV.A7OP.01A	TCGA.HV.AA8V.01A	TCGA.HV.AA8X.01A	TCGA.HZ.7289.01A	TCGA.HZ.7918.01A	TCGA.HZ.7919.01A	TCGA.HZ.7920.01A	TCGA.HZ.7922.01A	TCGA.HZ.7923.01A	TCGA.HZ.7924.01A	TCGA.HZ.7925.01A	TCGA.HZ.7926.01A	TCGA.HZ.8001.01A	TCGA.HZ.8002.01A	TCGA.HZ.8003.01A	TCGA.HZ.8005.01A	TCGA.HZ.8315.01A	TCGA.HZ.8317.01A	TCGA.HZ.8519.01A	TCGA.HZ.8636.01A	TCGA.HZ.8637.01A	TCGA.HZ.8638.01A	TCGA.HZ.A49G.01A	TCGA.HZ.A49H.01A	TCGA.HZ.A49I.01A	TCGA.HZ.A4BH.01A	TCGA.HZ.A4BK.01A	TCGA.HZ.A77O.01A	TCGA.HZ.A77P.01A	TCGA.HZ.A77Q.01A	TCGA.HZ.A8P0.01A	TCGA.HZ.A8P1.01A	TCGA.HZ.A9TJ.01A	TCGA.HZ.A9TJ.06A	TCGA.IB.7644.01A	TCGA.IB.7645.01A	TCGA.IB.7646.01A	TCGA.IB.7647.01A	TCGA.IB.7649.01A	TCGA.IB.7651.01A	TCGA.IB.7652.01A	TCGA.IB.7654.01A	TCGA.IB.7885.01A	TCGA.IB.7886.01A	TCGA.IB.7887.01A	TCGA.IB.7888.01A	TCGA.IB.7889.01A	TCGA.IB.7890.01A	TCGA.IB.7891.01A	TCGA.IB.7893.01A	TCGA.IB.7897.01A	TCGA.IB.8126.01A	TCGA.IB.8127.01A	TCGA.IB.A5SO.01A	TCGA.IB.A5SP.01A	TCGA.IB.A5SQ.01A	TCGA.IB.A5SS.01A	TCGA.IB.A5ST.01A	TCGA.IB.A6UF.01A	TCGA.IB.A6UG.01A	TCGA.IB.A7LX.01A	TCGA.IB.A7M4.01A	TCGA.IB.AAUM.01A	TCGA.IB.AAUN.01A	TCGA.IB.AAUO.01A	TCGA.IB.AAUP.01A	TCGA.IB.AAUQ.01A	TCGA.IB.AAUR.01A	TCGA.IB.AAUS.01A	TCGA.IB.AAUT.01A	TCGA.IB.AAUU.01A	TCGA.IB.AAUV.01A	TCGA.IB.AAUW.01A	TCGA.L1.A7W4.01A	TCGA.LB.A7SX.01A	TCGA.LB.A8F3.01A	TCGA.LB.A9Q5.01A	TCGA.M8.A5N4.01A	TCGA.OE.A75W.01A	TCGA.PZ.A5RE.01A	TCGA.Q3.A5QY.01A	TCGA.Q3.AA2A.01A	TCGA.RB.A7B8.01A	TCGA.RB.AA9M.01A	TCGA.RL.AAAS.01A	TCGA.S4.A8RM.01A	TCGA.S4.A8RO.01A	TCGA.S4.A8RP.01A	TCGA.US.A774.01A	TCGA.US.A776.01A	TCGA.US.A779.01A	TCGA.US.A77E.01A	TCGA.US.A77G.01A	TCGA.US.A77J.01A	TCGA.XD.AAUG.01A	TCGA.XD.AAUH.01A	TCGA.XD.AAUI.01A	TCGA.XD.AAUL.01A	TCGA.XN.A8T3.01A	TCGA.XN.A8T5.01A	TCGA.YB.A89D.01A	TCGA.YB.A89D.11A	TCGA.YH.A8SY.01A	TCGA.YY.A8LH.01A	TCGA.Z5.AAPL.01A
hsa-mir-4772	31.781	34.899	13.412	66.057	37.328	30.033	19.19	36.017	7.037	42.729	12.04	28.508	58.697	55.5	25.076	29.56	12.656	17.464	10.47	26.549	26.279	13.911	8.08	51.857	29.877	31.322	25.592	45.837	29.592	1.35	6.145	6.103	6.225	3.375	0.62	10.101	1.284	37.769	45.943	12.815	33.329	21.88	24.441	18.189	55.777	40.198	46.785	11.153	71.424	35.718	52.77	48.426	5.17	30.231	15.16	97.33	15.324	15.273	28.363	9.855	72.165	13.774	39.334	20.787	32.268	31.755	21.78	7.61	51.775	24.869	180.373	117.332	25.298	113.801	5.178	58.219	40.988	28.032	16.09	14.027	3.886	18.315	83.451	13.388	36.88	27.844	56.343	44.084	44.255	65.495	79.474	74.592	64.231	92.286	23.859	29.192	54.009	30.974	109.825	73.116	10.346	31.615	22.287	24.975	15.21	29.934	37.8	50.661	50.244	18	14.372	12.171	36.303	74.792	45.068	42.326	34.241	25.793	21.42	31.907	107.946	140.313	37.25	61.533	55.38	8.771	23.887	10.342	39.972	141.124	20.858	32.199	11.034	21.753	35.2	99.821	18.249	33.326	30.888	14.828	24.914	13.71	46.106	21.745	23.955	39.294	39.024	58.973	13.207	42.578	36.827	12.63	28.523	7.522	19.831	85.508	41.881	19.095	45.452	26.008	36.174	28.204	54.04	33.383	3.249	7.061	28.556	1.944	8.148	45.947	5.054	18.934	16.591	47.649	26.432	54.907	13.288	42.452	22.086	23.151	27.797	7.3	98.902
hsa-mir-484	175.631	186.811	197.825	227.758	120.598	159.648	129.812	132.695	209.103	188.909	131.638	127.537	195.658	186.479	137.455	170.688	167.69	153.902	133.25	163.541	153.584	136.014	80.802	201.913	173.038	160.223	188.62	300.354	179.031	64.367	316.443	161.736	247.612	331.588	81.778	107.186	186.761	232.707	206.208	216.251	186.64	148.3	222.005	236.454	117.295	105.211	255.053	271.385	189.063	112.024	238.441	207.948	167.515	154.081	126.332	284.421	139.829	208.727	173.582	137.968	154.507	132.82	198.778	244.251	219.419	184.384	125.655	125.014	283.803	178.118	402.774	236.526	165.589	204.472	167.765	201.122	225.434	222.503	225.26	170.08	99.493	208.329	155.148	161.775	109.37	111.376	150.247	180.345	170.137	143.329	185.104	133.906	217.926	161.5	175.453	345.269	131.884	194.102	188.761	277.687	226.029	247.063	217.803	181.337	172.838	383.939	175.029	222.908	230.008	205.199	170.864	179.32	187.368	150.667	246.267	140.345	183.357	111.426	121.382	124.439	201.689	251.811	103.573	186.436	104.718	133.55	163.894	96.526	111.922	226.654	147.167	197.927	175.445	86.142	218.854	116.458	163.223	187.14	137.401	217.022	121.321	143.951	158.078	175.235	159.703	129.912	173.834	188.046	101.594	121.01	140.509	335.757	220.746	185.788	154.682	276.734	173.184	162.306	264.807	170.745	258.385	85.596	78.725	48.556	163.256	170.472	171.333	219.695	122.225	200.884	219.338	135.692	161.956	156.875	179.22	125	241.523	162.581	129.446	208.357	165.67	180.305	296.707
hsa-mir-485	13.381	26.687	55.883	42.662	40.199	41.097	45.152	15.165	38.201	30.36	44.949	27.008	12.578	35.52	10.216	20.978	75.935	22.922	39.023	41.416	33.87	24.73	1186.629	65.098	17.428	30.117	41.705	24.125	27.372	462.724	4.608	133.05	47.724	300.37	256.486	14.03	359.402	26.804	25.642	22.426	39.994	20.665	37.68	40.925	32.81	26.799	19.619	64.439	29.41	27.6	47.884	44.153	27.919	39.983	36.384	35.688	19.155	45.818	68.071	31.755	19.429	28.532	26.691	32.913	43.561	29.706	16.754	73.378	60.084	58.477	38.526	47.491	54.046	41.634	27.961	46.122	37.709	28.032	5.363	31.561	33.423	122.479	21.157	37.933	47.69	25.192	42.743	18.702	59.007	41.765	51.306	37.745	55.055	50.338	36.706	61.403	24.283	37.857	26.476	38.892	29.447	49.179	44.574	53.207	31.802	58.567	33.691	50.661	22.331	32.4	22.356	185.812	15.224	36.854	70.822	15.594	18.777	23.73	22.313	26.324	29.354	32.573	18.171	41.328	24.166	37.632	51.093	55.158	70.808	47.897	34.764	82.391	27.586	17.402	41.322	37.811	25.345	32.045	25.563	35.047	38.996	15.423	38.422	28.14	44.489	18.444	50.376	21.141	23.367	44.072	45.892	29.471	11.161	53.405	15.865	37.313	23.77	27.688	21.738	36.184	45.217	30.5	42.031	16.691	18.681	33.287	58.169	7.777	31.575	34.193	26.28	30.504	58.462	71.84	26.432	28.037	56.277	80.387	50.306	62.329	37.804	27.009	6.965
hsa-mir-486-2	112.906	54.743	71.53	134.178	44.507	50.582	86.917	145.965	92.488	41.605	52.976	48.764	187.273	142.079	66.87	165.92	41.132	145.17	379.764	88.142	371.989	315.306	233.17	81.648	179.262	68.667	231.273	123.037	479.389	84.623	179.727	659.759	280.812	293.62	211.88	71.832	89.209	113.308	500.027	370.029	637.053	370.751	117.113	104.585	78.744	162.779	51.312	143.747	67.223	142.871	103.585	49.851	679.365	184.312	112.183	129.774	139.829	113.273	71.475	104.024	58.287	116.095	67.43	48.504	93.576	149.556	157.487	138.058	62.641	143.839	2491.948	57.735	75.895	41.634	48.673	77.122	32.79	196.223	600.693	40.328	57.519	161.397	58.768	122.726	122.723	60.991	61.524	65.459	43.272	158.517	2786.614	61.112	139.932	216.032	75.981	346.275	119.742	117.7	120.121	144.677	98.689	505.836	100.29	237.801	103.703	130.149	484	152.904	139.568	115.2	31.937	206.908	104.224	308.921	518.287	190.468	50.81	85.633	397.17	86.948	255.662	58.881	85.402	94.596	318.183	583.998	77.634	206.842	222.701	1223.933	78.798	30.305	59.585	2445.905	99.479	834.869	123.685	149.968	198.112	354.514	209.061	157.661	164.665	163.724	37.644	306.335	221.372	218.089	379.962	769.385	691.212	926.225	42.165	127.118	85.273	104.164	436.922	84.017	1422.844	189.968	236.422	787.418	170.126	312.582	354.939	79.688	63.457	394.673	89.632	84.414	418.46	583.792	138.255	282.229	116.042	86.449	35.955	370.323	184.66	786.235	40.028	322.651	214.521
hsa-mir-487b	51.017	80.062	80.471	52.983	73.22	105.905	88.046	100.469	94.498	50.601	174.179	83.274	16.771	128.759	39.936	47.678	94.919	53.484	47.589	121.063	61.317	75.735	3016.784	184.259	52.285	78.305	54.027	59.106	109.49	2464.862	7.681	308.823	118.273	2280.615	414.467	30.865	656.55	49.953	42.737	57.667	61.896	41.33	31.57	86.396	164.869	96.278	51.312	74.352	64.422	45.459	92.835	56.972	44.464	103.371	57.608	64.887	44.056	112	81.686	75.554	76.791	21.645	50.572	69.291	177.471	64.534	60.314	84.792	100.993	148.544	24.517	74.496	48.297	70.316	97.345	121.731	36.069	29.784	8.045	80.657	67.624	309.059	92.854	70.289	169.777	57.014	132.761	46.756	92.445	92.072	134.804	108.743	130.756	69.214	66.804	75.496	117.649	63.324	172.582	98.007	94.709	55.033	40.521	141.16	64.987	57.266	60.808	53.424	39.079	54	62.277	381.36	46.842	87.799	53.116	102.474	86.156	51.586	66.046	102.104	47.345	55.123	49.061	112.964	68.47	141.189	80.952	98.25	315.208	73.556	51.566	95.649	80.55	167.063	47.444	60.498	42.58	57.68	38.344	52.571	72.576	59.98	49.399	52.443	107.229	43.304	84.433	61.198	47.749	88.143	108.781	34.733	43.405	100.792	63.459	32.648	46.409	42.009	20.75	37.315	85.267	151.515	82.728	49.315	85.283	79.688	60.284	21.386	142.596	80.14	49.528	133.588	194.347	297.623	79.295	45.561	119.589	101.161	93.25	49.863	56.706	43.799	8.358
hsa-mir-493	109.561	110.855	121.825	142.435	129.213	214.972	143.357	100.469	83.44	151.802	108.36	117.034	40.529	140.969	55.725	144.942	113.903	141.896	154.19	136.992	141.905	146.061	49.058	209.636	117.018	89.147	145.02	172.492	125.766	82.372	8.449	76.901	15.216	993.92	35.933	101.575	98.194	101.124	164.539	104.121	124.744	138.576	83.507	54.566	142.723	165.757	95.079	121.442	133.045	133.13	139.742	136.021	115.813	177.486	181.918	162.217	72.788	161.636	292.707	144.538	123.976	74.773	109.574	133.385	95.189	139.312	93.822	198.391	149.572	151.905	64.794	191.828	121.892	105.474	103.559	142.902	102.47	119.135	42.907	166.573	151.571	599.803	125.764	108.222	130.353	120.657	113.98	72.138	234.062	176.551	184.098	134.805	149.107	165.695	125.166	147.972	87.504	97.739	75.995	101.896	116.994	132.314	85.095	131.388	95.406	132.752	136.408	148.299	103.838	111.6	81.44	196.36	147.552	91.051	127.157	113.613	127.024	101.109	115.135	154.751	92.796	151.588	102.664	153.374	105.725	175.143	109.484	237.868	114.206	132.571	101.974	241.49	104.826	100.064	189.775	163.344	149.03	121.769	96.926	93.009	122.404	116.532	132.829	181.631	196.206	109.863	249.043	116.833	97.53	246.502	151.84	102.095	94.251	151.94	91.223	85.508	124.512	127.936	74.106	106.292	170.534	159.058	217.495	103.941	122.645	120.036	162.872	89.433	172.134	173.102	109.163	206.168	203.038	118.756	150.854	120.327	131.313	201.42	204.291	192.329	245.725	88.327	23.681
hsa-mir-495	63.562	78.693	106.178	54.359	78.963	83.776	80.145	68.243	68.36	69.717	96.32	67.52	27.951	71.039	35.293	61.982	155.034	78.588	61.866	82.832	78.836	67.234	888.24	115.852	44.816	74.69	64.453	90.468	52.526	695.437	16.129	155.632	37.349	603.27	130.102	39.283	320.253	93.814	72.653	60.871	72.371	61.994	35.643	40.925	34.45	52.605	43.766	132.595	95.232	40.588	75.246	59.821	38.26	43.884	32.341	69.213	84.281	108.182	108.914	95.264	65.689	43.29	35.12	57.165	83.896	44.047	55.288	124.47	87.57	78.641	64.794	65.184	81.645	87.895	65.242	105.853	43.447	26.28	10.727	71.89	58.296	156.819	47.015	51.322	99.832	43.755	58.285	80.154	69.825	78.784	103.618	68.301	96.346	77.604	62.399	128.847	42.287	48.87	48.048	82.45	72.425	83.135	39.508	64.065	78.814	28.633	53.413	67.241	50.244	82.8	49.503	359.452	50.355	37.938	41.849	41.212	41.973	42.301	36.593	55.838	45.451	33.825	37.25	70.717	54.373	39.329	47.111	87.908	55.961	74.411	42.876	51.139	56.275	62.649	30.609	48.398	41.566	25.636	51.126	62.006	109.405	54.839	37.324	89.536	90.118	68.965	129.843	66.762	56.893	121.01	87.818	53.679	35.964	89.509	75.358	63.742	26.034	38.19	21.738	48.623	77.515	56.08	60.712	41.728	81.222	76.662	63.457	50.549	47.872	55.564	49.528	61.009	95.594	98.963	64.468	52.57	99.267	163.484	92.023	73.014	63.377	37.229	20.895
hsa-mir-497	169.777	209.392	143.06	79.819	97.627	256.069	145.615	149.756	105.557	138.309	158.126	108.031	215.224	156.509	207.111	107.753	148.706	89.504	204.635	130.62	144.825	108.966	24.818	132.402	100.835	118.059	77.723	57.9	160.536	18.905	132.107	119.623	53.257	48.093	32.216	75.76	51.343	148.64	58.764	139.361	132.362	106.971	66.194	268.284	171.431	172.704	107.152	104.093	95.232	86.047	241.372	115.368	131.323	162.858	184.95	148.158	105.351	180.727	112.318	186.148	129.527	90.515	167.17	133.385	137.944	125.996	227.854	104.359	217.327	213.742	227.655	97.776	127.642	97.147	178.121	169.366	53.284	80.592	56.315	147.286	101.824	25.183	123.414	130.536	185.674	104.746	200.761	149.62	191.773	98.717	203.212	195.917	213.338	48.24	162.973	183.204	136.07	219.569	95.606	112.008	129.728	115.921	183.359	140.075	73.283	91.104	163.525	132.64	115.004	181.199	156.492	60.855	66.75	141.995	104.623	126.979	164.579	128.965	182.073	138.798	124.99	81.431	52.695	257.153	154.057	155.62	123.418	84.46	147.325	159.086	99.077	199.821	197.514	150.531	76.522	119.483	108.477	107.67	59.647	149.624	134.319	90.826	71.355	133.025	225.866	134.723	162.481	102.368	141.216	194.961	175.636	51.574	122.774	88.757	168.563	71.516	117.72	80.198	137.344	84.807	93.019	148.235	120.089	178.293	128.331	146.263	127.971	99.154	217.969	148.526	179.918	189.338	200.668	132.684	188.245	66.589	114.899	118.323	146.01	112.192	55.594	158.406	183.875
hsa-mir-500a	729.288	728.767	605.771	619.282	1016.472	875.693	819.507	860.623	669.531	323.844	848.42	624.932	1280.164	933.503	709.565	296.558	629.629	631.982	553.941	659.474	661.055	676.208	364.761	503.128	548.99	725.221	712.776	401.678	631.047	682.383	1543.813	457.132	1034.716	326.525	436.77	401.248	513.431	972.253	321.599	613.511	850.356	512.974	1341.196	836.682	983.474	613.895	822.507	1006.232	600.801	727.342	909.787	1440.681	483.932	986.9	938.901	1144.171	886.862	567.636	597.893	748.97	989.957	415.187	339.256	864.405	662.291	556.224	574.661	272.312	999.703	1133.236	1439.481	1419.154	616.36	1347.107	1603.087	917.901	755.818	765.62	3118.777	890.73	883.774	1130.927	969.678	841.231	703.909	807.474	712.378	1478.832	892.976	934.014	829.948	980.483	798.298	385.921	548.014	732.815	622.993	854.185	891.837	1051.633	1102.291	1288.009	1297.698	1362.74	2079.583	740.548	1428.992	1155.992	821.775	692.398	648.324	378.926	723.71	1224.846	569.793	971.276	1043.807	668.556	844.321	453.086	660.934	507.381	807.687	988.203	1080.413	381.692	1187.072	523.999	1128.352	896.353	771.18	1286.054	1465.352	1077.208	823.38	1553.279	607.271	701.134	472.913	752.163	652.098	615.221	432.519	816.06	463.139	806.735	1016.749	836.749	671.537	862.757	722.373	1298.82	899.105	772.486	757.543	1393	784.423	760.93	1151.12	761.004	1006.409	724.451	1056.116	554.605	556.37	1063.178	1636.128	5426.271	1278.274	1086.695	636.787	1508.392	858.762	724.265	605.351	531.543	846.501	1314.195	750.295	888.633	522.582	764.288	845.546
hsa-mir-500b	34.29	21.897	30.177	18.578	22.971	18.968	25.962	30.33	27.143	15.742	25.685	27.008	37.734	33.3	18.575	7.629	25.312	41.477	28.554	31.859	27.447	32.458	12.697	27.584	33.612	40.959	29.383	25.331	27.372	22.956	119.05	29.906	47.033	8.437	24.781	28.059	25.672	32.896	9.616	17.62	32.376	19.449	51.937	36.377	18.045	11.414	27.165	38.415	22.408	42.212	32.248	45.578	18.613	36.082	28.298	25.955	32.563	17.818	34.036	27.375	32.382	6.887	19.667	10.394	23.394	10.244	11.728	18.48	28.125	29.574	29.77	44.698	19.549	37.008	32.103	19.658	27.872	31.536	123.357	7.014	27.982	43.497	16.455	16.735	19.712	7.955	23.314	44.084	21.636	24.679	10.06	21.569	34.409	18.877	17.986	28.185	11.304	17.896	22.063	27.224	35.019	50.349	63.821	33.661	49.777	24.728	22.187	38.687	18.981	48	9.581	13.794	9.368	19.511	14.486	27.846	19.882	13.412	14.28	23.133	13.257	13.781	25.439	21.123	25.173	8.488	18.579	15.513	12.563	18.817	21.438	25.57	48.551	27.844	41.322	45.373	25.345	24.354	12.781	55.266	30.33	22.278	15.369	48.605	21.674	34.483	59.6	91.241	48.765	30.626	37.393	29.471	45.885	32.344	43.628	20.211	21.507	26.733	23.714	23.746	20.671	36.403	23.351	25.037	36.55	28.244	33.844	173.034	33.612	29.919	57.614	25.245	33.971	18.327	25.142	25.701	28.139	30.71	29.447	50.754	24.461	38.689	25.074
hsa-mir-501	137.996	127.278	129.648	120.416	143.569	140.68	145.615	145.965	132.7	75.339	125.216	103.53	303.27	159.839	137.455	72.471	129.723	129.889	89.468	91.328	121.466	103.556	123.511	97.095	105.814	149.381	135.541	121.83	143.521	366.849	371.744	78.121	363.119	106.311	113.374	73.515	131.567	149.858	86.543	105.722	120.935	76.581	220.987	86.396	205.061	115.633	143.373	143.747	116.239	147.741	154.4	193.705	69.281	206.742	168.78	178.439	204.955	96.727	106.645	125.923	151.732	70.838	73.049	126.456	137.137	77.851	92.147	53.267	142.541	148.544	276.688	215.108	88.544	208.172	193.655	110.39	120.505	112.127	547.06	126.245	179.553	232.366	223.32	155.081	120.18	167.064	158.018	277.866	180.955	154.72	138.828	184.234	151.401	65.019	96.536	134.886	149.468	144.544	205.922	232.573	148.033	165.099	221.855	236.715	276.54	132.752	216.937	169.484	130.635	118.8	100.602	69.781	103.052	222.207	98.185	167.077	145.802	121.743	182.073	102.104	167.601	93.959	142.64	143.271	171.174	82.054	287.313	113.763	247.826	136.848	151.223	181.828	163.307	194.907	136.21	332.737	100.367	84.598	70.298	117.273	89.907	82.258	93.31	145.816	73.007	136.327	209.31	171.356	123.945	159.106	141.075	235.766	178.581	141.409	101.138	200.555	110.928	107.886	222.319	154.915	129.192	161.681	187.472	108.493	129.955	153.324	214.696	748.518	251.581	136.772	100.067	210.375	112.184	148.079	119.265	87.617	118.026	186.065	136.808	170.959	134.537	127.746	193.626
hsa-mir-502	44.326	32.162	32.412	39.221	33.021	41.097	39.508	49.287	33.175	24.738	40.133	27.008	68.48	46.62	33.435	19.071	69.607	34.928	34.264	20.177	58.397	30.14	29.435	29.79	14.939	44.573	26.54	25.331	37.73	31.058	97.544	24.413	59.482	10.969	40.889	40.967	34.657	53.608	27.779	40.046	44.756	40.114	71.286	45.472	32.81	28.784	18.11	43.372	40.614	42.212	40.066	53.411	22.749	36.082	44.469	32.443	80.45	50.909	31.767	33.945	31.457	12.79	36.525	53.701	38.721	31.755	35.183	19.567	35.795	33.607	45.531	44.698	27.598	45.335	33.139	29.488	28.692	29.784	174.308	26.301	48.192	69.824	36.436	34.586	43.239	31.822	37.562	76.146	56.057	56.952	31.186	44.935	16.058	23.071	31.567	39.258	47.311	24.779	38.733	67.672	42.977	36.298	66.86	48.863	44.246	19.522	41.908	35.923	25.68	45.6	33.534	25.965	38.645	44.441	30.582	21.163	45.287	29.92	28.561	38.289	46.398	26.309	34.524	57.859	34.235	20.089	49.102	17.237	47.966	36.778	26.073	24.623	47.447	30.454	30.609	34.786	29.4	17.945	15.977	32.351	32.497	51.411	23.053	39.652	36.504	48.917	43.991	55.635	52.829	53.782	70.254	48.416	59.527	34.6	51.561	38.867	37.353	34.371	26.678	48.623	27.13	62.311	45.367	56.143	42.235	39.34	21.152	178.867	48.89	24.576	42.452	37.868	26.071	34.454	47.706	29.206	35.173	55.097	41.104	42.74	28.909	43.799	45.969
hsa-mir-503	13.381	15.739	11.177	20.643	20.1	7.903	25.962	15.165	8.042	29.236	4.013	12.003	65.685	23.31	14.86	22.886	22.148	26.196	31.409	31.859	22.775	50.233	14.429	12.137	27.387	34.936	52.131	21.712	29.592	13.054	9.985	7.934	5.533	18.562	3.098	19.08	14.119	12.184	10.684	11.213	41.899	37.683	5.092	9.094	43.473	32.258	10.564	12.392	56.019	32.471	18.567	32.047	23.783	39.983	29.309	38.932	11.493	8.909	30.632	9.855	21.279	20.661	8.429	34.645	15.327	14.341	6.702	22.829	43.465	39.657	40.277	50.285	24.148	68.466	35.21	34.024	21.314	64.824	0	26.301	38.087	34.34	34.086	39.049	22.255	47.732	23.314	8.015	58.024	32.273	35.21	25.164	34.409	62.922	24.593	24.159	21.771	26.156	28.927	19.446	21.489	37.469	17.222	47.777	17.975	100.215	55.056	37.765	61.41	38.4	6.387	14.605	40.987	24.931	14.486	34.529	13.255	20.634	25.883	19.144	35.035	27.561	27.256	49.594	31.214	26.314	29.859	36.197	35.404	26.514	17.382	66.291	22.069	28.714	79.583	43.861	29.4	26.917	47.93	33.699	24.914	59.98	55.986	31.977	20.533	30.473	33.348	33.381	19.303	30.626	20.963	91.57	24.803	30.087	17.848	29.539	57.728	16.231	93.868	31.661	62.012	43.29	42.031	37.935	30.052	51.444	58.169	13.609	56.02	28.85	20.215	36.816	30.021	11.729	10.959	19.86	83.634	31.613	80.367	71.233	46.699	33.579	9.751
hsa-mir-505	158.068	197.075	273.826	120.416	126.341	132.777	135.456	161.13	259.368	157.424	112.374	117.784	192.863	198.689	182.035	139.22	161.362	130.981	127.54	94.514	77.084	91.964	62.333	86.061	171.793	115.65	128.906	138.718	116.148	19.805	118.282	131.83	37.349	45.562	27.879	122.338	69.313	238.799	189.113	99.315	131.41	99.677	127.297	154.604	106.632	89.826	150.919	187.12	140.047	87.671	255.053	167.355	209.91	181.387	132.396	161.136	220.279	108.182	102.107	187.243	153.582	169.223	151.717	207.873	165.371	76.827	134.032	126.101	278.05	142.495	348.487	168.548	197.787	183.192	123.235	136.097	258.224	210.239	311.073	143.779	101.047	218.631	168.078	141.693	114.457	165.738	80.952	264.507	122.932	105.361	126.756	159.969	298.215	159.402	182.427	319.097	67.407	180.336	244.654	164.901	177.481	183.834	208.685	157.448	182.517	186.113	185.711	186.064	133.985	123.6	205.995	116.842	133.5	107.31	130.376	151.483	144.697	140.314	170.471	97.318	254.715	187.919	152.634	159.802	133.919	84.6	169.866	81.013	83.37	159.941	148.906	175.199	276.96	127.908	241.81	163.344	209.858	279.428	168.289	301.944	121.321	128.528	88.919	144.537	91.259	133.921	170.286	198.06	184.901	119.516	94.617	225.241	143.857	183.531	148.732	237.867	138.095	214.817	213.427	122.122	186.037	70.182	60.045	75.869	150.26	178.541	184.025	229.416	126.3	165.622	199.122	169.352	146.946	104.095	126.356	134.346	227.453	135.484	148.464	179.864	98.957	151.836	312.03
